id,date,time,country,nearest_places,hazard_type,landslide_type,trigger,storm_name,fatalities,injuries,source_name,source_link,comments,location_description,location_accuracy,landslide_size,photos_link,cat_src,cat_id,countryname,near,distance,adminname1,adminname2,population,countrycode,continentcode,key,version,tstamp,changeset_id,latitude,longitude,geolocation
7136,04/17/2015,,,,landslide,Landslide,Unknown,,0,0,wxpi,http://www.wpxi.com/news/news/local/landslide-threatens-cut-harmar-twp-neighborhood/nkxJF/,Ridge rd has dropped two feet as a result,Below_road,Known_within_1km,Small,,glc,7136,United States,Cheswick,0.91573,Pennsylvania,obe,1746,US,NA,s5qao0ssFM,1,Fri Jul 10 2015 15:41:38 GMT+0000 (UTC),1540427792,40.545299999999997,-79.808999999999997,"(40.545299999999997, -79.808999999999997)"
7137,04/17/2015,17:00,,River Road just south of Reservation Road,landslide,,Unknown,,0,0,The Digby County Courier,http://www.digbycourier.ca/News/Local/2015-04-17/article-4115847/Bear-River-landslide-has-closed-River-Road-completely/1,"A washout April 15 caused the Department of Transportation and Infrastructure Renewal (DOT) to reduce secondary gravel road to one lane just past the intersection with the Reservation Road that leads up to the Bear River First Nations community.  And then sometime after 2 p.m. Friday, April 17 the whole bank, trees and all, and the cribbing that supported that road, slid down towards the river.",Below_road,Known_within_1km,,,glc,7137,Canada,Digby,11.626239999999999,Nova Scotia,obe,2052,CA,NA,DGi7Zi6DgI,1,Fri Jul 10 2015 17:20:44 GMT+0000 (UTC),2030660440,44.564399999999999,-65.636200000000002,"(44.564399999999999, -65.636200000000002)"
7150,04/14/2015,,,"Combs Rd, in between Crawford Mountain and McDonald's",landslide,Mudslide,Downpour,,0,0,WKYT,http://www.wkyt.com/wymt/home/headlines/Mudslide-closes-a-Perry-County-road-299769281.html,"Deputy John Napier said, ""I think its a combination of the large snow that we had, and the slow melt and we've had quite a bit of rain"".",Above_road,Known_within_1km,Small,,glc,7150,United States,Hazard,4.39348,Kentucky,obe,4456,US,NA,sJoMRIPDFN,1,Fri Jul 10 2015 19:40:23 GMT+0000 (UTC),3696786755,37.285899999999998,-83.212800000000001,"(37.285899999999998, -83.212800000000001)"
7147,04/14/2015,,,"Kentucky 1274, Menifee County",landslide,Rock_Fall,Downpour,,0,0,WKYT,http://www.wkyt.com/home/headlines/Ky-EMA-With-more-rain-in-forecast-brace-for-more-mudslides-300132701.html,"In Menifee County, crews are still chipping away at a large boulder that fell on both lanes of Kentucky 1274.",Above_road,Known_within_10km,Small,,glc,7147,United States,Frenchburg,14.80972,Kentucky,obe,486,US,NA,SJp8d2lSd6,1,Fri Jul 10 2015 18:49:39 GMT+0000 (UTC),3768423325,37.995100000000001,-83.466700000000003,"(37.995100000000001, -83.466700000000003)"
7149,04/14/2015,9:00,,"Official Hollow Rd, Floyd County",landslide,Mudslide,Downpour,,0,0,WYMT,http://www.wkyt.com/wymt/home/headlines/Official-Hollow-Deals-with-Mudslide-299797661.html,"The mudslide began around 9 a.m. Tuesday morning, and has not stopped since. Those living on the road were advised to evacuate the area until the mud was cleared.",Above_road,Known_within_1km,Medium,,glc,7149,United States,Prestonsburg,12.65382,Kentucky,obe,3255,US,NA,h5stEDPhmN,2,Fri Jul 10 2015 19:33:37 GMT+0000 (UTC),2328198476,37.598599999999998,-82.887500000000003,"(37.598599999999998, -82.887500000000003)"
7146,04/14/2015,,,"Kentucky 92, west of Williamsburg in the Daniel Boone National Forest",landslide,Landslide,Downpour,,0,0,WKYT,http://www.wkyt.com/home/headlines/Ky-EMA-With-more-rain-in-forecast-brace-for-more-mudslides-300132701.html,"A mudslide was caught on camera in Whitley County, where trees and rocks came crashing down on Kentucky 92, west of Williamsburg in the Daniel Boone National Forest.",Above_road,Known_within_10km,Small,,glc,7146,United States,Williamsburg,9.77108,Kentucky,obe,5245,US,NA,D5ekoxlDd6,1,Fri Jul 10 2015 18:45:48 GMT+0000 (UTC),437213074,36.687800000000003,-84.244399999999999,"(36.687800000000003, -84.244399999999999)"
7145,04/14/2015,,,"Tates Creek Rd, 6 miles beyond Goggins Ln",landslide,Mudslide,Downpour,,0,0,The Richmond Register,http://www.richmondregister.com/news/local_news/tates-creek-road-reopened-after-mudslide-cleared/article_56c11904-e4b4-11e4-910a-1ba833abcd23.html,The road was closed about six miles beyond Goggins Lane in the aftermath of heavy rains Tuesday that washed large rocks and trees as well as mud across the road.,Above_road,Known_within_10km,Small,,glc,7145,United States,Richmond,11.13705,Kentucky,obe,31364,US,NA,s514ow8smM,1,Fri Jul 10 2015 18:39:14 GMT+0000 (UTC),4232579235,37.806100000000001,-84.397599999999997,"(37.806100000000001, -84.397599999999997)"
7144,04/14/2015,afternoon,,"Reynolds Lane, Martin",landslide,Landslide,Downpour,,0,0,Lex18,http://www.lex18.com/story/28826505/family-forced-from-home-by-mudslide,"Due to all of the recent rain, the saturated ground is causing mudslides in Southeastern Kentucky. A family in Floyd County was forced out of their mobile home, by fallen mud and rocks.",Natural_slope,Known_within_1km,Small,,glc,7144,United States,Prestonsburg,9.99553,Kentucky,obe,3255,US,NA,s5xhCy8SFI,1,Fri Jul 10 2015 18:32:57 GMT+0000 (UTC),1344714158,37.576099999999997,-82.759200000000007,"(37.576099999999997, -82.759200000000007)"
7143,04/14/2015,night,,"Shelby Dry Fork Road, Shelbiana",landslide,Mudslide,Downpour,,0,0,WBKO,http://www.wbko.com/news/headlines/Mudslide-in-Eastern-Kentucky-Destroys-2-homes-Blocks-Road-300079871.html,Heavy rain has caused a mudslide in Pike County that destroyed two homes and a church and closed a roadway. It will likely take a week to reopen the road.,Above_road,Known_within_5km,Medium,,glc,7143,United States,Pikeville,8.678559999999999,Kentucky,obe,6903,US,NA,S5kJIflSF6,1,Fri Jul 10 2015 18:27:47 GMT+0000 (UTC),1678264463,37.403799999999997,-82.493099999999998,"(37.403799999999997, -82.493099999999998)"
7151,04/11/2015,8:30,,Route 2 near Raven Rock,landslide,Landslide,Continuous_rain,,0,0,The News Center,http://www.thenewscenter.tv/home/headlines/Landslide-on-Route-2--299443771.html,No injuries were reported but a few power lines are down and the road has been reopened,Above_road,Known_within_1km,Small,,glc,7151,United States,Saint Marys,7.15698,West Virginia,obe,1860,US,NA,h91FFBZsF6,1,Fri Jul 10 2015 20:04:47 GMT+0000 (UTC),424228300,39.439599999999999,-81.149500000000003,"(39.439599999999999, -81.149500000000003)"
7154,04/10/2015,,,US-35 South,landslide,Landslide,Continuous_rain,,0,0,WSAZ3,http://www.wsaz.com/home/headlines/Dozens-of-Land-Slides-Keep-WV-DOT-Busy-299385441.html,"Since the hillside is still unsteady, the lane will remain closed for several days, but crews say this is just one of many in the county. Wet weather combined with freeze thaw cycle makes it worse",Above_road,Known_within_15km,Small,,glc,7154,United States,Teays Valley,3.37673,West Virginia,obe,13175,US,NA,S9MLirPSdN,1,Fri Jul 10 2015 20:42:56 GMT+0000 (UTC),3485554783,38.4803,-81.924599999999998,"(38.4803, -81.924599999999998)"
7152,04/10/2015,,,Wegee Rd,landslide,Landslide,Continuous_rain,,0,0,WTOV,http://www.wtov9.com/shared/news/features/belmont-county/stories/wtov_landslide-wegee-road-1003.shtml,Commissioner Matt Coffland says the wet weather caused the ground to shift and slip into a nearby creek.,Natural_slope,Known_within_5km,Medium,,glc,7152,United States,Glendale,3.55282,Ohio,obe,1526,US,NA,s5gWJePhgI,1,Fri Jul 10 2015 20:23:20 GMT+0000 (UTC),2401971718,39.958199999999998,-80.794200000000004,"(39.958199999999998, -80.794200000000004)"
7153,04/10/2015,,,West Virginia Route 2 in Beech Bottom.,landslide,Landslide,Continuous_rain,,0,0,WTOV9,http://www.wtov9.com/shared/news/features/brooke-county/stories/wtov_landslide-covers-wv2-535.shtml,"Thanks to that landslide the road had been shut down Thursday night into Friday morning. Officials originally thought Route 2 would have to be closed for several days, but after getting a good look at the damage they discovered it wasn't too severe and could reopen by this afternoon.",Above_road,Known_within_5km,Small,,glc,7153,United States,Brilliant,4.71099,West Virginia,obe,1482,US,NA,SGF0uVPDFN,1,Fri Jul 10 2015 20:31:56 GMT+0000 (UTC),3784856433,40.227800000000002,-80.653400000000005,"(40.227800000000002, -80.653400000000005)"
7183,04/03/2015,morning,,"Route 321 near Prestonburg, near Stone Crest Golf Course",landslide,Mudslide,Downpour,,0,0,WKYT,http://www.wkyt.com/wymt/home/headlines/Mud-slides-in-Floyd-County-cause-road-closures-298616371.html,"Friday morning, a large mudslide covered Route 321 near Prestonsburg, those living close to the slide say it's a sound they will never forget.",Above_road,Known_within_5km,Small,,glc,7183,United States,Prestonsburg,3.12273,Kentucky,obe,3255,US,NA,D9CjnUgPd6,2,Tue Jul 14 2015 14:03:54 GMT+0000 (UTC),3101257423,37.682400000000001,-82.777600000000007,"(37.682400000000001, -82.777600000000007)"
7182,04/03/2015,night,,"WV-2, Lesage",landslide,Mudslide,Downpour,,0,0,WSAZ3,http://www.wsaz.com/home/headlines/Mudslide-Affecting-Part-of-WVa-2-in-Cabell-County-298648271.html,"A mudslide Friday night is blocking part of W.Va. 2 in the Lesage area, police say.",Above_road,Known_within_1km,Small,,glc,7182,United States,Lesage,0.02568,West Virginia,obe,1358,US,NA,h5fYjamud6,1,Tue Jul 14 2015 13:38:16 GMT+0000 (UTC),2379256660,38.506300000000003,-82.298599999999993,"(38.506300000000003, -82.298599999999993)"
7181,04/03/2015,,,Ratliff Old Regular Bapist Church,landslide,Mudslide,Downpour,,0,0,WKYT,http://www.wkyt.com/wymt/home/headlines/Mudslide-destroys-Pike-County-church-298642281.html,Officials in Pike County say heavy rains Friday caused a mudslide to push a church in the community of Shelbiana off its foundation,Other,Known_within_1km,Small,,glc,7181,United States,Pikeville,6.27087,Kentucky,obe,6903,US,NA,s5R-KqdPgM,1,Tue Jul 14 2015 13:31:15 GMT+0000 (UTC),4000339015,37.426400000000001,-82.493899999999996,"(37.426400000000001, -82.493899999999996)"
7187,04/02/2015,,,Wheatley Rd between Revere and Everett,landslide,Riverbank_Collapse,Unknown,,0,0,ABC5,http://www.newsnet5.com/news/local-news/oh-summit/landslide-causes-road-closure-in-boston-and-richfield-townships,A  worsening landslide has caused a closure of Wheatley Road,Above_river,Known_within_1km,Small,,glc,7187,United States,Peninsula,4.27554,Ohio,obe,565,US,NA,DJFboBcuFI,1,Tue Jul 14 2015 15:09:09 GMT+0000 (UTC),3975581577,41.215000000000003,-81.59,"(41.215000000000003, -81.59)"
6914,03/21/2015,,,San Francisco area of Putumayo,landslide,Landslide,Unknown,,0,0,AOL Travel,http://travel.aol.co.uk/2015/03/24/face-of-jesus-appears-cliff-south-america-landslide/,An image of Jesus is believed by worshippers to have appeared following a landslide.,Natural_slope,Known_within_25km,Medium,"http://o.aolcdn.com/hss/storage/midas/923cfd6a14fa0c7e67c7741776c2f1df/201732336/jesus.png,http://static.deathandtaxesmag.com/uploads/2015/03/Putumayo-jesus-face-main.jpg",glc,6914,Colombia,San Francisco,1.4794,Putumayo,obe,4350,CO,SA,S5s6aQjFMM,1,Mon May 18 2015 15:58:30 GMT+0000 (UTC),560508392,1.1656,-76.875500000000002,"(1.1656, -76.875500000000002)"
6918,03/20/2015,,,Ridge Court,landslide,Landslide,Unknown,,0,0,Harrison Daily,http://harrisondaily.com/news/gaither-landslide-requires-repairs-road-power-lines-shifting/article_23d6cc8c-d267-11e4-9d8d-b72de67f3d1c.html#user-comment-area,"Evidence of the shifting, which in some places caused an estimated four foot movement, could be seen in the land separations located only a few dozen yards from the road.",Below_road,Known_within_1km,Small,http://bloximages.chicago2.vip.townnews.com/harrisondaily.com/content/tncms/assets/v3/editorial/4/c7/4c7a6790-d24c-11e4-9781-3f03aca17b31/5511a09b0afb8.image.jpg?resize=300%2C200,glc,6918,United States,Harrison,10.15474,Arkansas,obe,12943,US,NA,s9m8HwGT6M,1,Thu May 21 2015 18:56:27 GMT+0000 (UTC),3866480459,36.180700000000002,-93.203000000000003,"(36.180700000000002, -93.203000000000003)"
6682,10/15/2014,,,Sonsonate department,landslide,Landslide,Continuous_rain,,0,0,reliefweb,http://reliefweb.int/report/el-salvador/lluvias-causan-estragos-en-seis-departamentos,"exact date unknown, point represents 7 landslides.",Unknown,Known_within_50km,Medium,,glc,6682,El Salvador,Sonzacate,3.22235,Sonsonate,obe,15446,SV,NA,SJs0BTs9RS,2,Thu Jan 15 2015 15:25:35 GMT+0000 (UTC),570686170,13.7135,-89.693799999999996,"(13.7135, -89.693799999999996)"
7491,03/20/2015,8:00,,Irazu volcano,landslide,Other,Volcano,,0,0,Costa Rica Star,http://news.co.cr/landslides-irazu-volcano-restrict-travel-tourism/37698/,"In fact, the ongoing seismicity in the Turrialba is believed to be the cause of the landslides at the Irazu.",Natural_slope,Known_within_5km,Medium,http://www.diarioextra.com/files/Dnews/images/detail/255861_irazu2.jpg,glc,7491,Costa Rica,Cot,9.534929999999999,Cartago,obe,6784,CR,NA,hGORntQ65l,2,Wed Feb 10 2016 18:58:51 GMT+0000 (UTC),4022072901,9.9786,-83.854200000000006,"(9.9786000000000001, -83.854200000000006)"
6893,03/18/2015,night,,Punta de Piedra,landslide,Landslide,Continuous_rain,,0,0,El Comercio,http://www.elcomercio.com/actualidad/deslizamientos-cuenca-loja-lluvia-clima.html,"En el sector de Punta de Piedra, en la carretera principal hacia el cantÃ³n Sozoranga, hay un importante desprendimiento de tierra que mantiene cerrado un carril de la calzada.",Above_road,Known_within_15km,Small,,glc,6893,Ecuador,MacarÃ¡,18.887840000000001,Loja,obe,13035,EC,SA,sJFmSW3GSI,1,Thu Apr 23 2015 19:36:37 GMT+0000 (UTC),2051260168,-4.3313,-79.781099999999995,"(-4.3312999999999997, -79.781099999999995)"
6888,03/18/2015,morning,,OH SR 646 just east of OH SR 154,landslide,Landslide,Unknown,,0,0,WTRF,http://www.wtrf.com/story/28554491/landslide-reduces-oh-sr-646-to-1-lane-in-jefferson-county-oh,"The westbound lane is closed while officials investigate the slide, prepare a design to fix the area and secure a contractor to make repairs, according to ODOT.",Below_road,Known_within_10km,Small,http://wtrf.images.worldnow.com/images/7175561_G.jpg,glc,6888,United States,Wintersville,7.93943,Ohio,obe,3924,US,NA,hJxtIsq95N,1,Fri Apr 03 2015 19:28:30 GMT+0000 (UTC),2648514088,40.411499999999997,-80.784400000000005,"(40.411499999999997, -80.784400000000005)"
6900,03/18/2015,,,"el barrio La Argentina, en la periferia de la ciudad de Loja",landslide,Landslide,Continuous_rain,,0,0,El Comercio,http://www.elcomercio.com/actualidad/deslizamientos-cuenca-loja-lluvia-clima.html,"described as a ""similar problem"" to a one-lane road closure",Unknown,Known_within_25km,Medium,,glc,6900,Ecuador,Loja,1.82885,Loja,obe,117796,EC,SA,S5evtflNMI,1,Thu May 14 2015 17:30:34 GMT+0000 (UTC),986875689,-4.0094,-79.207300000000004,"(-4.0094000000000003, -79.207300000000004)"
6901,03/18/2015,,,GonzanamÃ¡-Catamayo road,landslide,Landslide,Continuous_rain,,0,0,El Comercio,http://www.elcomercio.com/actualidad/deslizamientos-cuenca-loja-lluvia-clima.html,"described as a ""similar problem"" to a one-lane road closure",Above_road,Known_within_25km,Medium,,glc,6901,Ecuador,Catamayo,17.571870000000001,Loja,obe,18565,EC,SA,h5-V2al6NI,1,Thu May 14 2015 17:40:17 GMT+0000 (UTC),202119223,-4.138,-79.406899999999993,"(-4.1379999999999999, -79.406899999999993)"
6902,03/18/2015,,,Molleturo-Naranjal road,landslide,Landslide,Continuous_rain,,0,0,El Comercio,http://www.elcomercio.com/actualidad/deslizamientos-cuenca-loja-lluvia-clima.html,En el cantÃ³n Cuenca hay un deslizamiento de tierra en la vÃa Molleturo-Naranjal,Above_road,Known_within_50km,Medium,,glc,6902,Ecuador,Cuenca,10.161960000000001,Azuay,obe,276964,EC,SA,S9UacOlNI6,1,Thu May 14 2015 17:51:47 GMT+0000 (UTC),925513836,-2.866,-79.089200000000005,"(-2.8660000000000001, -79.089200000000005)"
7492,03/18/2015,,,"Robert Tulio Lora, Cartago",landslide,Landslide,Downpour,,0,0,CIUDADREGION,http://www.ciudadregion.com/cartago/fuerte-aguacero-manana-del-miercoles-causo-inundaciones-cartago_1426729745,destroyed three houses,Urban_area,Known_within_10km,Medium,,glc,7492,Costa Rica,Cartago,2.94804,Cartago,obe,26594,CR,NA,hG11O82h98,1,Tue Feb 09 2016 22:53:55 GMT+0000 (UTC),2687208260,9.881500000000001,-83.940100000000001,"(9.8815000000000008, -83.940100000000001)"
6886,03/17/2015,,,Mary Ingles Highway between Tower Hill and River road,landslide,Mudslide,Unknown,,0,0,Fox 19,http://www.fox19.com/story/28537470/mudslide-removal-closes-ky-8mary-ingalls-hwy-in-campbell-county,"The road will be completely shut down 8 a.m. to 4 p.m . Tuesday through Friday, according to the Kentucky Transportation Improvement District.",Above_road,Known_within_5km,Small,,glc,6886,United States,Fort Thomas,0.7855,Kentucky,obe,16325,US,NA,DG-FErU3pS,1,Fri Apr 03 2015 00:39:34 GMT+0000 (UTC),2433053435,39.0779,-84.438800000000001,"(39.0779, -84.438800000000001)"
6879,03/17/2015,,,Dils Cemetery,landslide,Unknown,Unknown,,0,0,WSAZ,http://www.wsaz.com/news/headlines/Part-of-Bypass-Road-Still-Closed-after-Landslide-in-Pike-County-Ky-296523881.html,"Bypass Road (Ky. 1426) remains closed between Reynolds Market and the intersection of Chloe Road near the Pikeville Fire Department Main Station after a landslide, the Kentucky Department of Transportation reports.",Above_road,Known_within_1km,Medium,,glc,6879,United States,Pikeville,0.29989,Kentucky,obe,6903,US,NA,s9ZLgOCipS,1,Wed Apr 01 2015 21:18:21 GMT+0000 (UTC),2881854841,37.478000000000002,-82.515799999999999,"(37.478000000000002, -82.515799999999999)"
6875,03/15/2015,13:30,,Allegheny River Boulevard near the Highland Park Bridge,landslide,Other,Unknown,,0,0,TRIBLIVE,http://triblive.com/news/adminpage/7978986-74/allegheny-boulevard-river#axzz3W5M3RMLE,"The slide occurred at about 1:30 p.m. on the outbound side of Allegheny River Boulevard, just past the intersection with Washington Boulevard in Highland Park, said Allegheny County 911 supervisors.",Above_road,Known_within_1km,Small,http://triblive.com/csp/mediapool/sites/dt.common.streams.StreamServer.cls?STREAMOID=Wb0uUpZ8eJaH9s6j_0hcLc$daE2N3K4ZzOUsqbU5sYtXzQ1TTNKfApEPc$S7mVVeWCsjLu883Ygn4B49Lvm9bPe2QeMKQdVeZmXF$9l$4uCZ8QDXhaHEp3rvzXRJFdy0KqPHLoMevcTLo3h8xh70Y6N_U_CryOsw6FTOdKL_jpQ-&CONTENTTYPE=image/jpeg,glc,6875,United States,Aspinwall,0.87791,Pennsylvania,obe,2801,US,NA,DGiwrS_vMM,2,Fri May 29 2015 17:12:32 GMT+0000 (UTC),12674014,40.483600000000003,-79.904300000000006,"(40.483600000000003, -79.904300000000006)"
6920,03/14/2015,,,southbound lane near 5311 Wolfpen Pleasant Hill Rd,landslide,Landslide,Flooding,,0,0,Clermont Sun,http://clermontsun.com/2015/03/26/wolfpen-closed-after-landslide/,"A March 14 landslide caused about 100 feet of Wolfpen Pleasant Hill Road to wash away, forcing the county to close the road.",Below_road,Known_within_1km,Small,http://clermontsun.com/wp-content/uploads/2015/03/wolfpen-300x214.jpg,glc,6920,United States,Day Heights,2.40349,Ohio,obe,2620,US,NA,s9EvTvWTI6,1,Fri May 22 2015 19:11:16 GMT+0000 (UTC),3049549887,39.153700000000001,-84.236099999999993,"(39.153700000000001, -84.236099999999993)"
6862,03/12/2015,4:00,,under the Oak Street Bridge,landslide,Mudslide,Unknown,,0,0,WYTV,http://wytv.com/2015/03/12/mudslide-closes-youngstown-expressway/,The dirt and huge blocks of concrete gave way right under the Oak Street Bridge that crosses the highway. The bridge is right before making the turn to enter U.S. Route 422 and the Madison Avenue Expressway on the cityâ€™s east side.,Below_road,Exact_Location,Small,https://lintvwytv.files.wordpress.com/2015/03/madison-avenue-expressway1.jpg,glc,6862,United States,Youngstown,1.20691,Ohio,obe,66982,US,NA,DGYE7XWppS,2,Fri Apr 03 2015 00:33:21 GMT+0000 (UTC),574996099,41.1006,-80.635099999999994,"(41.1006, -80.635099999999994)"
6859,03/12/2015,11:50,,Yeager Airport hillside overlooking Keystone Drive,landslide,Landslide,Rain,,0,0,Charleston Gazette,http://www.wvgazette.com/article/20150312/GZ01/150319671,"Most Keystone Drive residents evacuated their homes Thursday, after a slip near the end of Yeager Airportâ€™s safety-overrun area became a landslide, shearing off a section of fill that tumbled across the Charleston street, demolishing a brick home and spilling into Elk Two-Mile Creek.",Mine_construction,Exact_Location,Medium,"http://www.wvgazette.com/apps/pbcsi.dll/storyimage/CH/20150312/GZ01/150319671/AR/0/AR-150319671.jpg,http://wowk.images.worldnow.com/images/7048112_G.jpg,http://wowk.images.worldnow.com/images/7048382_G.jpg,http://www.charlestondailymail.com/apps/pbcsi.dll/storyimage/CH/20150311/DM05/150319745/AR/0/AR-150319745.jpg,http://blogs.agu.org/landslideblog/files/2015/03/15_03-Yeager-9.jpg",glc,6859,United States,Charleston,3.35071,West Virginia,obe,51400,US,NA,SGAwGQJxps,2,Thu Mar 26 2015 22:42:21 GMT+0000 (UTC),2278750962,38.368600000000001,-81.602599999999995,"(38.368600000000001, -81.602599999999995)"
6860,03/11/2015,afternoon,,"Mulberry Street, Williamson",landslide,Rock_Fall,Continuous_rain,,0,0,Williamson Daily News,http://www.williamsondailynews.com/news/home_top-news/152322958/Mudslides-on-Mulberry-Street,"Up the street from the slide at the Dillard residence, a much smaller rock slide took place about the same time as Dillardâ€™s. Luckily, no one was injured and the slide only affected the roadway and not a home. Veolia Water responded to the slide for clean up.",Above_road,Known_within_1km,Small,http://loweb.htl.dc.publicus.com/apps/pbcsi.dll/storyimage/LO/20150312/news/303129929/EP/1/1/EP-303129929.jpg,glc,6860,United States,Williamson,0.84799,West Virginia,obe,3191,US,NA,s9H3815VpS,1,Thu Mar 26 2015 23:17:54 GMT+0000 (UTC),2660998435,37.675800000000002,-82.267899999999997,"(37.675800000000002, -82.267899999999997)"
6861,03/11/2015,afternoon,,"Mulberry Street, Williamson",landslide,Mudslide,Continuous_rain,,0,0,Williamson Daily News,http://www.williamsondailynews.com/news/home_top-news/152322958/Mudslides-on-Mulberry-Street,"John Dillard had reported a small mudslide on the hill behind his house on Mulberry Street earlier in the week when he came home from an out of town trip Wednesday. He found that the hill had slid even more, so much so that the mud had reached approximately two feet up the back of his building and had started to come into the carport. The mud did not get into his house, but is within inches of doing so.",Natural_slope,Known_within_1km,Small,http://loweb.htl.dc.publicus.com/apps/pbcsi.dll/storyimage/LO/20150312/news/303129929/AR/0/AR-303129929.jpg,glc,6861,United States,Williamson,0.51702,West Virginia,obe,3191,US,NA,SJcN4r9V3h,1,Thu Mar 26 2015 23:21:49 GMT+0000 (UTC),3727919130,37.676000000000002,-82.271900000000002,"(37.676000000000002, -82.271900000000002)"
6854,03/10/2015,13:00,,the old Croton Aqueduct,landslide,Mudslide,Unknown,,0,0,NBC,http://www.nbcnewyork.com/news/local/Mudslide-Yonkers-Evacuation-Police-Westchester-295947681.html,"Thomas Fitzpatrick of the Yonkers Fire Department told NBC 4 New York over-saturated ground from the recent snow melt likely caused it. Water was leaking from a pipe in another building, which further undermined the ground, authorities said.",Retaining_wall,Exact_Location,Small,"http://cdn2.dailyvoice.com/sites/default/files/imagecache/Slideshow/article/images/2015/03/11/img_9551.jpg,http://www.gannett-cdn.com/-mm-/cd4b175f4dc45813f310170cfead06d08d4eda6a/c=56-0-1488-1077&r=x513&c=680x510/local/-/media/2015/03/11/Westchester/Westchester/635616888796618762-jl031215mudslide1.jpg,http://www.gannett-cdn.com/-mm-/d4eea4dc3a86e3a6e8d086f3e75bf1c2d9675c8f/c=240-0-1680-1080&r=x404&c=534x401/local/-/media/Westchester/2015/03/12/B9316573920Z.1_20150312152024_000_G10A6UP09.1-0.jpg,https://pbs.twimg.com/media/B_1lKccUIAAe0WT.png",glc,6854,United States,Yonkers,1.05895,New York,obe,195976,US,NA,h9CRId1z3S,2,Fri Mar 27 2015 18:37:57 GMT+0000 (UTC),1298557525,40.938699999999997,-73.889600000000002,"(40.938699999999997, -73.889600000000002)"
6858,03/10/2015,,,Nick-A-Jack Road between Powder Springs Circle to the top of the mountain,landslide,Mudslide,Continuous_rain,,0,0,Northwest Georgia News,http://www.northwestgeorgianews.com/catwalkchatt/news/work-on-nick-a-jack-mudslide-in-walker-county-slated/article_1648a866-c8c5-11e4-be82-a3dd76245262.html,"Engineers and road department staff have begun developing a plan of action to deal with a mudslide that threatens safe travel and led to Nick-A-Jack Roadâ€™s temporary closure, Rodney Parker said Thursday morning.",Above_road,Known_within_5km,Small,"http://bloximages.newyork1.vip.townnews.com/northwestgeorgianews.com/content/tncms/assets/v3/editorial/d/66/d66cfb56-c8c5-11e4-bb4f-7bf678a4f748/5501a5b207e09.image.jpg,http://wrcb.images.worldnow.com/images/7043539_G.jpg",glc,6858,United States,Chattanooga Valley,3.71673,Georgia,obe,3846,US,NA,sJ4q_9BypD,2,Tue Mar 24 2015 22:45:19 GMT+0000 (UTC),1618495731,34.905299999999997,-85.378600000000006,"(34.905299999999997, -85.378600000000006)"
6855,03/10/2015,afternoon,,Columbia Parkway between Bains Street and Kemper Lane,landslide,Mudslide,Rain,,0,0,WCPO,http://www.wcpo.com/traffic/mudslide-forces-lane-closures-on-columbia-parkway,City officials had limited traffic to one lane in both directions between Bains Street and Kemper Lane for repairs and cleanup efforts. The closures were extended after work began Wednesday morning and then lingered into Thursday night.,Above_road,Known_within_1km,Small,http://media2.wcpo.com/photo/2015/03/12/WCPO_Columbia_Parkway_1426185394855_14927396_ver1.0_640_480.jpg,glc,6855,United States,Bellevue,1.19499,Ohio,obe,5955,US,NA,s5XBKU2B0s,1,Sun Mar 22 2015 23:03:35 GMT+0000 (UTC),2899977132,39.113900000000001,-84.488799999999998,"(39.113900000000001, -84.488799999999998)"
6850,03/10/2015,15:00,,Coffman Hill Road in Ronceverte,landslide,Mudslide,Rain,,1,0,WOWK,http://www.wowktv.com/story/28356518/mudslide-closes-road-in-ronceverte-wv,"Officials with the West Virginia Division of Highways said that Coffman Hill Road is marked as closed by the West Virginia Department of Transportation.  Officials with the WVDOT said the roadway is not blocked and that signs marking the closure may have been stolen.  In the wake of the tragic mudslide, the WVDOT is going through the process to get permission to remove several trees on private land along side the road.  They said the trees could pose a danger to cause further slides in the area.  The road is expected to be closed on Thursday morning, March 12 as crews work to remove the trees.",Above_road,Known_within_5km,Small,http://wvns.images.worldnow.com/images/7033769_G.jpg,glc,6850,United States,Fairlea,2.82396,West Virginia,obe,1747,US,NA,D53mrA1RnN,2,Mon Jun 15 2015 22:06:24 GMT+0000 (UTC),3492957483,37.766300000000001,-80.430599999999998,"(37.766300000000001, -80.430599999999998)"
6844,03/09/2015,,,KY 899 at Alice Lloyd College,landslide,Mudslide,Unknown,,0,0,WYMT,http://www.wkyt.com/wymt/home/headlines/Mudslide-cleanup-ongoing-in-Knott-County-295503261.html,Another mudslide on KY 899 at Alice Lloyd College blocked the road and qas cleared on Monday.,Above_road,Known_within_1km,Medium,http://media.graytvinc.com/images/353*196/ORR_1+%2822%291.png,glc,6844,United States,Hindman,9.63545,Kentucky,obe,777,US,NA,DGePYVwQ-s,1,Sun Mar 22 2015 19:05:01 GMT+0000 (UTC),4220841554,37.335000000000001,-82.871700000000004,"(37.335000000000001, -82.871700000000004)"
